,Unnamed: 0,gene_id_x,gene_name,gene_type,gene_id_y,entrez_id,chromosome,strand,number_of_transcripts,median_transcriptome_length,median_genome_length,median_number_of_exons,median_gene_start,median_gene_end
29511,29511,ENSG00000008197,TFAP2D,protein_coding,57983.0,83741.0,6,+,1.0,2032.0,59489.0,8.0,50681257.0,50740746.0
29520,29520,ENSG00000097033,SH3GLB1,protein_coding,30582.0,51100.0,1,+,1.0,6364.0,43610.0,9.0,87170257.0,87213867.0
29526,29526,ENSG00000197483,ZNF628,protein_coding,59816.0,89887.0,19,+,1.0,3844.0,8155.0,3.0,55987699.0,55995854.0
29528,29528,ENSG00000178199,ZC3H12D,protein_coding,109807.0,340152.0,6,-,1.0,4901.0,37382.0,6.0,149768766.0,149806148.0
29532,29532,ENSG00000185158,LRRC37B,protein_coding,77386.0,114659.0,17,+,1.0,3015.0,32364.0,12.0,30348155.0,30380519.0
29535,29535,ENSG00000167555,ZNF528,protein_coding,58637.0,84436.0,19,+,1.0,3971.0,20536.0,7.0,52901121.0,52921657.0
29541,29541,ENSG00000214360,EFCAB9,protein_coding,94613.0,285588.0,5,+,1.0,700.0,9282.0,4.0,171621176.0,171630458.0
29546,29546,ENSG00000151812,SLC35F4,protein_coding,109965.0,341880.0,14,-,1.0,1771.0,32975.0,8.0,58030640.0,58063615.0
29554,29554,ENSG00000129646,QRICH2,protein_coding,58285.0,84074.0,17,-,1.0,5340.0,33631.0,19.0,74270130.0,74303761.0
29563,29563,ENSG00000251258,RFPL4B,protein_coding,135212.0,442247.0,6,+,1.0,1897.0,3966.0,3.0,112668532.0,112672498.0
29564,29564,ENSG00000145020,AMT,protein_coding,272.0,275.0,3,-,5.0,2062.0,5900.0,9.0,49454211.0,49460111.0
29565,29565,ENSG00000105392,CRX,protein_coding,1397.0,1406.0,19,+,1.0,4462.0,21487.0,4.0,48325099.0,48346586.0
29566,29566,ENSG00000135318,NT5E,protein_coding,4876.0,4907.0,6,+,1.0,4048.0,46196.0,9.0,86159302.0,86205498.0
29567,29567,ENSG00000167695,FAM57A,protein_coding,55653.0,79850.0,17,+,1.0,2075.0,10228.0,5.0,635847.0,646075.0
29569,29569,ENSG00000166902,MRPL16,protein_coding,34237.0,54948.0,11,-,1.0,1178.0,4737.0,4.0,59573608.0,59578345.0
29571,29571,ENSG00000273542,HIST1H4K,protein_coding,8304.0,8362.0,6,-,1.0,353.0,353.0,1.0,27798952.0,27799305.0
29572,29572,ENSG00000276368,HIST1H2AJ,protein_coding,8273.0,8331.0,6,-,1.0,438.0,438.0,1.0,27782080.0,27782518.0
29576,29576,ENSG00000152484,USP12,protein_coding,85505.0,219333.0,13,-,1.0,4494.0,105746.0,9.0,27640287.0,27746033.0
29580,29580,ENSG00000144821,MYH15,protein_coding,22744.0,22989.0,3,-,1.0,7032.0,148953.0,42.0,108099216.0,108248169.0
29584,29584,ENSG00000100722,ZC3H14,protein_coding,55685.0,79882.0,14,+,6.0,3934.0,50600.0,16.0,89029253.0,89079853.0
29585,29585,ENSG00000116096,SPR,protein_coding,6657.0,6697.0,2,+,1.0,1456.0,4777.0,3.0,73114512.0,73119289.0
29588,29588,ENSG00000153563,CD8A,protein_coding,920.0,925.0,2,-,4.0,2851.0,7109.0,6.0,87011728.0,87018837.0
29591,29591,ENSG00000111671,SPSB2,protein_coding,58923.0,84727.0,12,-,2.0,1227.0,2385.0,3.0,6980100.0,6982485.0
29595,29595,ENSG00000166821,PEX11A,protein_coding,8723.0,8800.0,15,-,1.0,1157.0,7671.0,3.0,90226287.0,90233958.0
29596,29596,ENSG00000172009,THOP1,protein_coding,7022.0,7064.0,19,+,1.0,2537.0,28093.0,13.0,2785506.0,2813599.0
29597,29597,ENSG00000111203,ITFG2,protein_coding,35134.0,55846.0,12,+,1.0,2350.0,12450.0,12.0,2921787.0,2934237.0
29598,29598,ENSG00000115008,IL1A,protein_coding,3527.0,3552.0,2,-,1.0,2921.0,11479.0,7.0,113531492.0,113542971.0
29601,29601,ENSG00000071677,PRLH,protein_coding,30534.0,51052.0,2,+,1.0,262.0,601.0,2.0,238475217.0,238475818.0
29602,29602,ENSG00000188501,LCTL,protein_coding,83456.0,197021.0,15,-,1.0,2114.0,17298.0,13.0,66840537.0,66857835.0
29605,29605,ENSG00000168010,ATG16L2,protein_coding,59784.0,89849.0,11,+,1.0,2127.0,15229.0,18.0,72525451.0,72540680.0
29608,29608,ENSG00000119866,BCL11A,protein_coding,32815.0,53335.0,2,-,3.0,3953.0,102331.0,5.0,60678302.0,60780633.0
29616,29616,ENSG00000142686,C1orf216,protein_coding,79241.0,127703.0,1,-,1.0,2932.0,5313.0,2.0,36179477.0,36184790.0
29617,29617,ENSG00000162873,KLHDC8A,protein_coding,34509.0,55220.0,1,-,1.0,2494.0,20391.0,6.0,205305648.0,205326039.0
29622,29622,ENSG00000105364,MRPL4,protein_coding,30555.0,51073.0,19,+,3.0,1449.0,8081.0,9.0,10362640.0,10370721.0
29625,29625,ENSG00000146938,NLGN4X,protein_coding,36775.0,57502.0,X,-,2.0,5667.0,338214.0,6.0,5808083.0,6146297.0
29629,29629,ENSG00000157637,SLC38A10,protein_coding,79009.0,124565.0,17,-,2.0,3662.0,47361.0,15.0,79221735.0,79269096.0
29631,29631,ENSG00000153060,TEKT5,protein_coding,80510.0,146279.0,16,-,1.0,1602.0,67441.0,7.0,10721361.0,10788802.0
29639,29639,ENSG00000139187,KLRG1,protein_coding,10073.0,10219.0,12,+,1.0,1783.0,21119.0,5.0,9142221.0,9163340.0
29644,29644,ENSG00000126067,PSMB2,protein_coding,5658.0,5690.0,1,-,3.0,4369.0,42009.0,6.0,36065143.0,36107152.0
29648,29648,ENSG00000134200,TSHB,protein_coding,7209.0,7252.0,1,+,1.0,575.0,4526.0,3.0,115572415.0,115576941.0
29654,29654,ENSG00000278823,C16orf45,protein_coding,59823.0,89927.0,16,+,2.0,2134.0,119892.0,6.0,15562224.0,15682116.0
29655,29655,ENSG00000166780,C16orf45,protein_coding,59823.0,89927.0,16,+,2.0,2134.0,119892.0,6.0,15562224.0,15682116.0
29657,29657,ENSG00000077092,RARB,protein_coding,5883.0,5915.0,3,+,2.0,2904.0,169628.0,8.0,25469794.0,25639422.0
29664,29664,ENSG00000019995,ZRANB1,protein_coding,34053.0,54764.0,10,+,1.0,4933.0,45313.0,9.0,126630692.0,126676005.0
29665,29665,ENSG00000022976,ZNF839,protein_coding,35067.0,55778.0,14,+,1.0,3311.0,22948.0,8.0,102786096.0,102809044.0
29666,29666,ENSG00000277224,HIST1H2BF,protein_coding,8285.0,8343.0,6,+,1.0,429.0,429.0,1.0,26199787.0,26200216.0
29667,29667,ENSG00000158373,HIST1H2BD,protein_coding,3000.0,3017.0,6,+,2.0,666.0,6874.0,2.0,26158349.0,26165224.0
29668,29668,ENSG00000184144,CNTN2,protein_coding,6860.0,6900.0,1,+,1.0,7647.0,34831.0,23.0,205012340.0,205047171.0
29672,29672,ENSG00000117151,CTBS,protein_coding,1475.0,1486.0,1,-,1.0,3094.0,21359.0,7.0,85018804.0,85040163.0
29677,29677,ENSG00000214736,TOMM6,protein_coding,1000798.0,100188893.0,6,+,1.0,851.0,2453.0,3.0,41755181.0,41757634.0
29679,29679,ENSG00000177839,PCDHB9,protein_coding,35410.0,56127.0,5,+,1.0,4218.0,4218.0,1.0,140566893.0,140571111.0
29680,29680,ENSG00000153902,LGI4,protein_coding,81584.0,163175.0,19,-,1.0,2879.0,10761.0,9.0,35615417.0,35626178.0
29681,29681,ENSG00000198625,MDM4,protein_coding,4169.0,4194.0,1,+,2.0,10028.0,41737.0,10.0,204485511.0,204527248.0
29684,29684,ENSG00000160294,MCM3AP,protein_coding,8809.0,8888.0,21,-,1.0,6085.0,50188.0,28.0,47655048.0,47705236.0
29686,29686,ENSG00000131652,THOC6,protein_coding,55065.0,79228.0,16,+,2.0,1340.0,3724.0,12.0,3074032.0,3077756.0
29688,29688,ENSG00000170689,HOXB9,protein_coding,3199.0,3219.0,17,-,1.0,2698.0,5316.0,2.0,46698519.0,46703835.0
29692,29692,ENSG00000165556,CDX2,protein_coding,1039.0,1045.0,13,-,1.0,2087.0,7039.0,3.0,28536278.0,28543317.0
29704,29704,ENSG00000183862,CNGA2,protein_coding,1251.0,1260.0,X,+,1.0,3278.0,10818.0,7.0,150903218.0,150914036.0
29707,29707,ENSG00000182352,C17orf77,antisense,80545.0,146723.0,17,+,1.0,2522.0,9291.0,3.0,72581057.0,72590348.0
29708,29708,ENSG00000165810,BTNL9,protein_coding,81139.0,153579.0,5,+,1.0,3489.0,21298.0,11.0,180467225.0,180488523.0
29716,29716,ENSG00000171877,FRMD5,protein_coding,59168.0,84978.0,15,-,1.0,2229.0,321699.0,14.0,44165730.0,44487429.0
29717,29717,ENSG00000116748,AMPD1,protein_coding,267.0,270.0,1,-,2.0,2384.0,22519.0,16.0,115215720.0,115238239.0
29725,29725,ENSG00000196981,WDR5B,protein_coding,33845.0,54554.0,3,-,1.0,4182.0,4182.0,1.0,122130700.0,122134882.0
29730,29730,ENSG00000131828,PDHA1,protein_coding,5128.0,5160.0,X,+,4.0,3372.0,17814.0,11.0,19362011.0,19379825.0
29732,29732,ENSG00000101868,POLA1,protein_coding,5390.0,5422.0,X,+,1.0,5402.0,303038.0,37.0,24712064.0,25015102.0
29733,29733,ENSG00000179846,NKPD1,protein_coding,94266.0,284353.0,19,-,1.0,4683.0,10400.0,4.0,45653008.0,45663408.0
29735,29735,ENSG00000170684,ZNF296,protein_coding,81563.0,162979.0,19,-,1.0,1583.0,4930.0,3.0,45574758.0,45579688.0
29736,29736,ENSG00000159348,CYB5R1,protein_coding,31186.0,51706.0,1,-,1.0,1634.0,5403.0,9.0,202931001.0,202936404.0
29739,29739,ENSG00000215113,CXorf49B,protein_coding,1016485.0,100132994.0,X,-,2.0,1845.0,3911.0,6.0,70958682.0,70962593.0
29740,29740,ENSG00000142252,GEMIN7,protein_coding,55563.0,79760.0,19,+,3.0,1558.0,12252.0,3.0,45582530.0,45594782.0
29742,29742,ENSG00000105327,BBC3,protein_coding,26858.0,27113.0,19,-,4.0,1679.0,11942.0,4.0,47724081.0,47736023.0
29746,29746,ENSG00000168918,INPP5D,protein_coding,3610.0,3635.0,2,+,2.0,4806.0,191513.0,26.0,233925036.0,234116549.0
29747,29747,ENSG00000281614,INPP5D,protein_coding,3610.0,3635.0,2,+,2.0,4806.0,191513.0,26.0,233925036.0,234116549.0
29750,29750,ENSG00000156931,VPS8,protein_coding,23110.0,23355.0,3,+,2.0,4997.0,240471.0,47.0,184529931.0,184770402.0
29751,29751,ENSG00000283632,EXOC3L2,protein_coding,59887.0,90332.0,19,-,1.0,1709.0,21590.0,10.0,45715879.0,45737469.0
29753,29753,ENSG00000160131,VMA21,protein_coding,83751.0,203547.0,X,+,1.0,4733.0,12179.0,3.0,150565657.0,150577836.0
29758,29758,ENSG00000180919,OR56B4,protein_coding,83402.0,196335.0,11,+,1.0,959.0,959.0,1.0,6129009.0,6129968.0
29759,29759,ENSG00000175573,C11orf68,protein_coding,57880.0,83638.0,11,-,2.0,1554.0,2248.0,2.0,65684283.0,65686531.0
29762,29762,ENSG00000163746,PLSCR2,protein_coding,36325.0,57047.0,3,-,1.0,1256.0,62640.0,9.0,146151082.0,146213722.0
29768,29768,ENSG00000206504,HCG9,processed_transcript,10109.0,10255.0,6,+,1.0,647.0,3285.0,3.0,29942892.0,29946177.0
29769,29769,ENSG00000234599,HCG9,processed_transcript,10109.0,10255.0,6,+,1.0,647.0,3285.0,3.0,29942892.0,29946177.0
29770,29770,ENSG00000237812,HCG9,processed_transcript,10109.0,10255.0,6,+,1.0,647.0,3285.0,3.0,29942892.0,29946177.0
29771,29771,ENSG00000234313,HCG9,processed_transcript,10109.0,10255.0,6,+,1.0,647.0,3285.0,3.0,29942892.0,29946177.0
29772,29772,ENSG00000227647,HCG9,processed_transcript,10109.0,10255.0,6,+,1.0,647.0,3285.0,3.0,29942892.0,29946177.0
29773,29773,ENSG00000204625,HCG9,lincRNA,10109.0,10255.0,6,+,1.0,647.0,3285.0,3.0,29942892.0,29946177.0
29774,29774,ENSG00000236579,HCG9,processed_transcript,10109.0,10255.0,6,+,1.0,647.0,3285.0,3.0,29942892.0,29946177.0
29778,29778,ENSG00000198015,MRPL42,protein_coding,28713.0,28977.0,12,+,3.0,2016.0,35162.0,6.0,93861270.0,93896432.0
29781,29781,ENSG00000105707,HPN,protein_coding,3229.0,3249.0,19,+,2.0,2062.0,26067.0,14.0,35531410.0,35557477.0
29783,29783,ENSG00000060339,CCAR1,protein_coding,35038.0,55749.0,10,+,1.0,3833.0,70338.0,25.0,70480971.0,70551309.0
29785,29785,ENSG00000164164,OTUD4,protein_coding,34015.0,54726.0,4,-,2.0,3938.0,30818.0,14.0,146067546.0,146098364.0
29787,29787,ENSG00000043462,LCP2,protein_coding,3912.0,3937.0,5,-,1.0,2401.0,49734.0,21.0,169675088.0,169724822.0
29788,29788,ENSG00000075131,TIPIN,protein_coding,34251.0,54962.0,15,-,1.0,1272.0,20046.0,8.0,66629008.0,66649054.0
29790,29790,ENSG00000187272,KRTAP9-8,protein_coding,58135.0,83901.0,17,+,1.0,986.0,986.0,1.0,39394270.0,39395256.0
29793,29793,ENSG00000240542,KRTAP9-1,protein_coding,181235.0,728318.0,17,+,1.0,752.0,752.0,1.0,39346139.0,39346891.0
29795,29795,ENSG00000115850,LCT,protein_coding,3913.0,3938.0,2,-,1.0,6257.0,49335.0,17.0,136545415.0,136594750.0
29796,29796,ENSG00000146166,LGSN,protein_coding,31037.0,51557.0,6,-,2.0,5419.0,44026.0,4.0,63985856.0,64029882.0
29797,29797,ENSG00000171396,KRTAP4-4,protein_coding,58815.0,84616.0,17,-,1.0,1077.0,1077.0,1.0,39315906.0,39316983.0
29803,29803,ENSG00000105204,DYRK1B,protein_coding,9026.0,9149.0,19,-,3.0,2439.0,8851.0,11.0,40315990.0,40324841.0
29804,29804,ENSG00000281320,DYRK1B,protein_coding,9026.0,9149.0,19,-,3.0,2439.0,8851.0,11.0,40315990.0,40324841.0
29805,29805,ENSG00000236490,TAPBP,protein_coding,6852.0,6892.0,6,-,3.0,3490.0,14692.0,7.0,33267472.0,33282164.0
29806,29806,ENSG00000206281,TAPBP,protein_coding,6852.0,6892.0,6,-,3.0,3490.0,14692.0,7.0,33267472.0,33282164.0
29807,29807,ENSG00000112493,TAPBP,protein_coding,6852.0,6892.0,6,-,3.0,3490.0,14692.0,7.0,33267472.0,33282164.0
29808,29808,ENSG00000206208,TAPBP,protein_coding,6852.0,6892.0,6,-,3.0,3490.0,14692.0,7.0,33267472.0,33282164.0
29809,29809,ENSG00000231925,TAPBP,protein_coding,6852.0,6892.0,6,-,3.0,3490.0,14692.0,7.0,33267472.0,33282164.0
29810,29810,ENSG00000148604,RGR,protein_coding,5963.0,5995.0,10,+,3.0,1456.0,14135.0,7.0,86004809.0,86018944.0
29812,29812,ENSG00000243970,PPIEL,transcribed_unprocessed_pseudogene,182418.0,728448.0,1,-,1.0,2628.0,37418.0,9.0,39987952.0,40025370.0
29817,29817,ENSG00000182742,HOXB4,protein_coding,3194.0,3214.0,17,-,1.0,2031.0,2874.0,2.0,46652869.0,46655743.0
29818,29818,ENSG00000145741,BTF3,protein_coding,685.0,689.0,5,+,2.0,1122.0,7198.0,6.0,72794250.0,72801448.0
29822,29822,ENSG00000162384,C1orf123,protein_coding,34276.0,54987.0,1,-,1.0,1076.0,6517.0,8.0,53679772.0,53686289.0
29823,29823,ENSG00000110911,SLC11A2,protein_coding,4860.0,4891.0,12,-,9.0,4124.0,40424.0,16.0,51379775.0,51420199.0
29833,29833,ENSG00000168175,MAPK1IP1L,protein_coding,60285.0,93487.0,14,+,1.0,6465.0,18550.0,4.0,55518362.0,55536912.0
29836,29836,ENSG00000110429,FBXO3,protein_coding,26021.0,26273.0,11,-,2.0,2020.0,30680.0,10.0,33765390.0,33796071.0
29838,29838,ENSG00000129167,TPH1,protein_coding,7123.0,7166.0,11,-,1.0,1805.0,20251.0,10.0,18042084.0,18062335.0
29841,29841,ENSG00000123594,ATXN3L,protein_coding,60191.0,92552.0,X,-,1.0,1750.0,1750.0,1.0,13336768.0,13338518.0
29846,29846,ENSG00000275498,PDXDC1,protein_coding,22797.0,23042.0,16,+,1.0,3988.0,62719.0,23.0,15068833.0,15131552.0
29847,29847,ENSG00000179889,PDXDC1,protein_coding,22797.0,23042.0,16,+,1.0,3988.0,62719.0,23.0,15068833.0,15131552.0
29848,29848,ENSG00000276709,PDXDC1,protein_coding,22797.0,23042.0,16,+,1.0,3988.0,62719.0,23.0,15068833.0,15131552.0
29856,29856,ENSG00000182048,TRPC2,transcribed_unprocessed_pseudogene,7178.0,7221.0,11,+,1.0,1182.0,11075.0,7.0,3647714.0,3658789.0
29857,29857,ENSG00000155096,AZIN1,protein_coding,31062.0,51582.0,8,-,2.0,4262.0,37861.0,12.0,103838536.0,103876397.0
29859,29859,ENSG00000196091,MYBPC1,protein_coding,4578.0,4604.0,12,+,4.0,3836.0,90911.0,30.0,101988747.0,102079658.0
29860,29860,ENSG00000187630,DHRS4L2,protein_coding,106002.0,317749.0,14,+,4.0,1406.0,36464.0,8.0,24439154.0,24475617.0
29866,29866,ENSG00000115295,CLIP4,protein_coding,55548.0,79745.0,2,+,1.0,4261.0,68371.0,16.0,29338308.0,29406679.0
29869,29869,ENSG00000105671,DDX49,protein_coding,33846.0,54555.0,19,+,2.0,1788.0,8958.0,13.0,19030484.0,19039442.0
29872,29872,ENSG00000075290,WNT8B,protein_coding,7436.0,7479.0,10,+,1.0,1990.0,20587.0,6.0,102222812.0,102243399.0
29878,29878,ENSG00000164332,UBLCP1,protein_coding,79607.0,134510.0,5,+,1.0,2381.0,22959.0,11.0,158690089.0,158713048.0
29883,29883,ENSG00000171169,NAIF1,protein_coding,83726.0,203245.0,9,-,1.0,3396.0,6087.0,2.0,130823512.0,130829599.0
29886,29886,ENSG00000065923,SLC9A7,protein_coding,58877.0,84679.0,X,-,1.0,2183.0,152099.0,17.0,46466373.0,46618472.0
29893,29893,ENSG00000161055,SCGB3A1,protein_coding,60165.0,92304.0,5,-,1.0,463.0,1382.0,3.0,180017105.0,180018487.0
29896,29896,ENSG00000123975,CKS2,protein_coding,1155.0,1164.0,9,+,1.0,610.0,5505.0,3.0,91926113.0,91931618.0
29897,29897,ENSG00000176547,OR4C3,protein_coding,90326.0,256144.0,11,+,1.0,989.0,989.0,1.0,48346493.0,48347482.0
29899,29899,ENSG00000117602,RCAN3,protein_coding,10964.0,11123.0,1,+,1.0,1694.0,33040.0,5.0,24829387.0,24862427.0
29900,29900,ENSG00000214954,LRRC69,protein_coding,1000106.0,100130742.0,8,+,1.0,1315.0,116617.0,8.0,92114847.0,92231464.0
29909,29909,ENSG00000133641,C12orf29,protein_coding,60025.0,91298.0,12,+,1.0,2867.0,14669.0,7.0,88429268.0,88443937.0
29914,29914,ENSG00000136297,MMD2,protein_coding,85816.0,221938.0,7,-,2.0,2373.0,53224.0,7.0,4945620.0,4998844.0
29919,29919,ENSG00000123561,SERPINA7,protein_coding,6866.0,6906.0,X,-,1.0,1591.0,5528.0,5.0,105277190.0,105282718.0
29924,29924,ENSG00000106400,ZNHIT1,protein_coding,10320.0,10467.0,7,+,1.0,1184.0,6486.0,5.0,100860985.0,100867471.0
29929,29929,ENSG00000140474,ULK3,protein_coding,25738.0,25989.0,15,-,1.0,2619.0,7093.0,16.0,75128459.0,75135552.0
29930,29930,ENSG00000130203,APOE,protein_coding,345.0,348.0,19,+,1.0,1176.0,3611.0,4.0,45409039.0,45412650.0
29932,29932,ENSG00000166987,MBD6,protein_coding,77509.0,114785.0,12,+,1.0,4137.0,7272.0,13.0,57916659.0,57923931.0
29933,29933,ENSG00000178295,GEN1,protein_coding,110398.0,348654.0,2,+,2.0,6282.0,31336.0,14.0,17935296.0,17966632.0
29935,29935,ENSG00000160305,DIP2A,protein_coding,22936.0,23181.0,21,+,7.0,3023.0,91161.0,22.0,47878862.0,47970023.0
29936,29936,ENSG00000013392,RWDD2A,protein_coding,76599.0,112611.0,6,+,1.0,1412.0,3224.0,3.0,83903032.0,83906256.0
29942,29942,ENSG00000125630,POLR1B,protein_coding,58383.0,84172.0,2,+,2.0,5310.0,35235.0,14.0,113299492.0,113334727.0
29943,29943,ENSG00000075089,ACTR6,protein_coding,41029.0,64431.0,12,+,1.0,1744.0,23627.0,11.0,100594574.0,100618201.0
29946,29946,ENSG00000102312,PORCN,protein_coding,41403.0,64840.0,X,+,4.0,1792.0,11430.0,14.0,48367772.0,48379202.0
29947,29947,ENSG00000162378,ZYG11B,protein_coding,55502.0,79699.0,1,+,1.0,8128.0,100882.0,14.0,53192131.0,53293013.0
29950,29950,ENSG00000197588,KLKP1,transcribed_unprocessed_pseudogene,167462.0,606293.0,19,-,1.0,1120.0,14302.0,5.0,51385352.0,51399654.0
29958,29958,ENSG00000264424,MYH4,protein_coding,4596.0,4622.0,17,-,1.0,5975.0,26268.0,40.0,10346608.0,10372876.0
29962,29962,ENSG00000203618,GP1BB,protein_coding,2795.0,2812.0,22,+,1.0,956.0,1231.0,2.0,19711066.0,19712297.0
29964,29964,ENSG00000125629,INSIG2,protein_coding,30623.0,51141.0,2,+,1.0,2577.0,21547.0,6.0,118846050.0,118867597.0
29965,29965,ENSG00000184108,TRIML1,protein_coding,109774.0,339976.0,4,+,1.0,1639.0,8051.0,6.0,189060598.0,189068649.0
29966,29966,ENSG00000064703,DDX20,protein_coding,11058.0,11218.0,1,+,1.0,3499.0,12009.0,11.0,112298190.0,112310199.0
29972,29972,ENSG00000116473,RAP1A,protein_coding,5874.0,5906.0,1,+,2.0,1850.0,93696.0,8.0,112162405.0,112256101.0
29973,29973,ENSG00000135549,PKIB,protein_coding,5538.0,5570.0,6,+,3.0,1869.0,116141.0,5.0,122931377.0,123047518.0
29974,29974,ENSG00000143110,C1orf162,protein_coding,79276.0,128346.0,1,+,1.0,911.0,4530.0,6.0,112016604.0,112021134.0
29975,29975,ENSG00000197380,DACT3,protein_coding,80654.0,147906.0,19,-,1.0,2830.0,13526.0,4.0,47150869.0,47164395.0
29979,29979,ENSG00000184619,KRBA2,protein_coding,79022.0,124751.0,17,-,1.0,1962.0,2885.0,2.0,8271973.0,8274858.0
29982,29982,ENSG00000013573,DDX11,protein_coding,1651.0,1663.0,12,+,3.0,3895.0,30946.0,27.0,31226779.0,31257725.0
29986,29986,ENSG00000218823,PAPOLB,protein_coding,36182.0,56903.0,7,-,1.0,4256.0,4256.0,1.0,4897369.0,4901625.0
29987,29987,ENSG00000106367,AP1S1,protein_coding,1165.0,1174.0,7,+,1.0,1292.0,6871.0,5.0,100797686.0,100804557.0
29988,29988,ENSG00000137965,IFI44,protein_coding,10414.0,10561.0,1,+,1.0,1717.0,14286.0,9.0,79115477.0,79129763.0
29989,29989,ENSG00000134216,CHIA,protein_coding,26904.0,27159.0,1,+,2.0,1485.0,29674.0,10.0,111833511.0,111863185.0
29990,29990,ENSG00000164291,ARSK,protein_coding,81140.0,153642.0,5,+,1.0,3337.0,49981.0,8.0,94890825.0,94940806.0
29992,29992,ENSG00000108094,CUL2,protein_coding,8392.0,8453.0,10,-,4.0,4208.0,73806.0,21.0,35297479.0,35371284.0
29993,29993,ENSG00000157927,RADIL,protein_coding,34987.0,55698.0,7,-,1.0,3655.0,84595.0,15.0,4838740.0,4923335.0
29994,29994,ENSG00000161267,BDH1,protein_coding,619.0,622.0,3,-,3.0,3387.0,46204.0,7.0,197236654.0,197282858.0
29995,29995,ENSG00000275544,BDH1,protein_coding,619.0,622.0,3,-,3.0,3387.0,46204.0,7.0,197236654.0,197282858.0
29998,29998,ENSG00000111653,ING4,protein_coding,30629.0,51147.0,12,-,6.0,1430.0,12604.0,8.0,6759704.0,6772308.0
30000,30000,ENSG00000197734,C14orf178,protein_coding,94009.0,283579.0,14,+,2.0,636.0,8912.0,2.0,78227173.0,78236085.0
30005,30005,ENSG00000115204,MPV17,protein_coding,4332.0,4358.0,2,-,1.0,999.0,13609.0,8.0,27532360.0,27545969.0
30007,30007,ENSG00000171100,MTM1,protein_coding,4508.0,4534.0,X,+,1.0,3421.0,104569.0,15.0,149737047.0,149841616.0
30011,30011,ENSG00000159792,PSKH1,protein_coding,5649.0,5681.0,16,+,1.0,3478.0,36406.0,3.0,67927175.0,67963581.0
30016,30016,ENSG00000167747,C19orf48,protein_coding,58990.0,84798.0,19,-,2.0,1581.0,7012.0,4.0,51300961.0,51307973.0
30018,30018,ENSG00000167798,C3P1,transcribed_unprocessed_pseudogene,122997.0,388503.0,19,+,1.0,3733.0,32781.0,30.0,10152032.0,10184813.0
30020,30020,ENSG00000141086,CTRL,protein_coding,1495.0,1506.0,16,-,1.0,1174.0,2304.0,7.0,67963474.0,67965778.0
30022,30022,ENSG00000165617,DACT1,protein_coding,30820.0,51339.0,14,+,2.0,3802.0,10281.0,4.0,59104757.0,59115038.0
30023,30023,ENSG00000144802,NFKBIZ,protein_coding,40933.0,64332.0,3,+,2.0,3847.0,22273.0,12.0,101557596.0,101579869.0
30024,30024,ENSG00000168615,ADAM9,protein_coding,8682.0,8754.0,8,+,4.0,3953.0,108274.0,21.0,38854505.0,38962779.0
30025,30025,ENSG00000282230,ADAM9,protein_coding,8682.0,8754.0,8,+,4.0,3953.0,108274.0,21.0,38854505.0,38962779.0
30027,30027,ENSG00000116704,SLC35D1,protein_coding,22924.0,23169.0,1,-,1.0,6448.0,55065.0,12.0,67465015.0,67520080.0
30029,30029,ENSG00000129219,PLD2,protein_coding,5306.0,5338.0,17,+,1.0,3446.0,16306.0,25.0,4710421.0,4726727.0
30032,30032,ENSG00000184787,UBE2G2,protein_coding,7284.0,7327.0,21,-,2.0,2961.0,32783.0,6.0,46188955.0,46221738.0
30033,30033,ENSG00000134533,RERG,protein_coding,59192.0,85004.0,12,-,2.0,2292.0,113695.0,4.0,15260716.0,15374411.0
30035,30035,ENSG00000142677,IL22RA1,protein_coding,37548.0,58985.0,1,-,1.0,2791.0,23350.0,7.0,24446261.0,24469611.0
30042,30042,ENSG00000196110,ZNF699,protein_coding,119512.0,374879.0,19,-,1.0,2089.0,9809.0,5.0,9405986.0,9415795.0
30048,30048,ENSG00000196689,TRPV1,protein_coding,7399.0,7442.0,17,-,4.0,4110.0,30990.0,16.0,3468740.0,3499730.0
30052,30052,ENSG00000143772,ITPKB,protein_coding,3682.0,3707.0,1,-,1.0,6154.0,107485.0,8.0,226819391.0,226926876.0
30053,30053,ENSG00000111605,CPSF6,protein_coding,10894.0,11052.0,12,+,1.0,6606.0,34821.0,10.0,69633317.0,69668138.0
30054,30054,ENSG00000138735,PDE5A,protein_coding,8585.0,8654.0,4,-,3.0,6799.0,133689.0,21.0,120415550.0,120549239.0
30055,30055,ENSG00000278535,DHRS11,protein_coding,54993.0,79154.0,17,+,1.0,1591.0,9007.0,7.0,34948226.0,34957233.0
30056,30056,ENSG00000275397,DHRS11,protein_coding,54993.0,79154.0,17,+,1.0,1591.0,9007.0,7.0,34948226.0,34957233.0
30060,30060,ENSG00000169738,DCXR,protein_coding,30663.0,51181.0,17,-,2.0,818.0,1816.0,8.0,79993757.0,79995573.0
30067,30067,ENSG00000113263,ITK,protein_coding,3677.0,3702.0,5,+,1.0,4349.0,74202.0,17.0,156607907.0,156682109.0
30071,30071,ENSG00000170613,FAM71B,protein_coding,81149.0,153745.0,5,-,1.0,2030.0,3935.0,2.0,156589344.0,156593279.0
30072,30072,ENSG00000121904,CSMD2,protein_coding,77508.0,114784.0,1,-,1.0,13038.0,651834.0,70.0,33979609.0,34631443.0
